case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-01703,Delhi District Court,Property,2021-07-01,2021,2025-04-30 15:37:32.784763474,45.98,1,4,1,45.98
NG-01704,Jaipur District Court,Motor Accident,2019-12-01,2019,2022-07-16 21:58:19.803209617,31.5,1,12,4,31.5
NG-01705,Jaipur District Court,Civil Dispute,2024-04-01,2024,2026-02-07 22:29:02.266086364,22.27,1,13,1,22.27
NG-01706,Jaipur District Court,Property,2025-10-01,2025,,8.97,0,9,4,8.97
NG-01707,Lucknow District Court,Cheque Bounce,2025-06-01,2025,,12.98,0,12,2,12.98
NG-01708,Noida District Court,Cheque Bounce,2020-11-01,2020,2022-05-02 20:26:46.358144926,18.0,1,7,2,18.0
NG-01709,Lucknow District Court,Cheque Bounce,2020-05-01,2020,2023-07-31 19:02:03.953792238,38.99,1,7,3,38.99
NG-01710,Lucknow District Court,Cheque Bounce,2018-10-01,2018,2026-03-14 04:33:46.281101713,89.4,1,10,2,89.4
NG-01711,Delhi District Court,Property,2025-11-01,2025,,7.95,0,8,4,7.95
NG-01712,Delhi District Court,Motor Accident,2018-07-01,2018,2024-04-16 07:55:00.794229415,69.52,1,4,0,69.52
NG-01713,Delhi District Court,Family,2021-05-01,2021,2023-07-21 03:46:29.103828539,26.65,1,5,1,26.65
NG-01714,Delhi District Court,Property,2023-02-01,2023,,40.93,0,9,2,40.93
NG-01715,Delhi District Court,Motor Accident,2022-08-01,2022,2024-12-22 17:08:14.784604558,28.74,1,9,5,28.74
NG-01716,Jaipur District Court,Family,2020-07-01,2020,2022-01-29 06:15:51.022651276,18.96,1,4,1,18.96
NG-01717,Jaipur District Court,Property,2019-01-01,2019,2020-12-05 23:40:05.755726606,23.16,1,5,3,23.16
NG-01718,Noida District Court,Civil Dispute,2023-07-01,2023,2026-01-24 05:00:47.532532265,30.82,1,7,3,30.82
NG-01719,Noida District Court,Civil Dispute,2018-12-01,2018,2020-07-26 11:17:28.932895510,19.82,1,9,3,19.82
NG-01720,Delhi District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,10,4,24.97
NG-01721,Jaipur District Court,Cheque Bounce,2019-12-01,2019,2023-01-09 18:17:38.339147719,37.31,1,3,2,37.31
NG-01722,Delhi District Court,Cheque Bounce,2022-06-01,2022,,48.98,0,8,2,48.98
NG-01723,Lucknow District Court,Motor Accident,2020-07-01,2020,2025-05-10 09:12:06.514613167,58.29,1,12,4,58.29
NG-01724,Delhi District Court,Cheque Bounce,2022-11-01,2022,2026-01-08 18:28:07.850356743,38.26,1,11,3,38.26
NG-01725,Jaipur District Court,Civil Dispute,2025-01-01,2025,,17.94,0,4,5,17.94
NG-01726,Delhi District Court,Motor Accident,2024-08-01,2024,,22.96,0,9,3,22.96
NG-01727,Lucknow District Court,Motor Accident,2020-01-01,2020,2021-06-28 15:35:23.082539962,17.89,1,8,2,17.89
NG-01728,Lucknow District Court,Motor Accident,2018-01-01,2018,2020-11-17 23:28:55.804241746,34.56,1,12,3,34.56
NG-01729,Noida District Court,Family,2025-06-01,2025,,12.98,0,4,3,12.98
NG-01730,Noida District Court,Family,2023-09-01,2023,,33.97,0,5,0,33.97
NG-01731,Delhi District Court,Motor Accident,2020-07-01,2020,2023-10-04 22:41:46.831937582,39.12,1,5,3,39.12
NG-01732,Lucknow District Court,Property,2023-12-01,2023,2025-06-07 13:49:56.684827957,18.22,1,6,3,18.22
NG-01733,Noida District Court,Property,2022-09-01,2022,2025-03-25 08:35:48.041971742,30.76,1,8,1,30.76
NG-01734,Jaipur District Court,Property,2024-12-01,2024,,18.96,0,6,6,18.96
NG-01735,Lucknow District Court,Cheque Bounce,2020-11-01,2020,2023-01-29 07:14:16.177781014,26.92,1,12,3,26.92
NG-01736,Lucknow District Court,Family,2019-03-01,2019,2021-10-31 13:07:54.918757565,32.05,1,8,3,32.05
NG-01737,Noida District Court,Civil Dispute,2025-04-01,2025,,14.98,0,7,1,14.98
NG-01738,Noida District Court,Property,2024-09-01,2024,,21.94,0,8,2,21.94
NG-01739,Noida District Court,Civil Dispute,2021-01-01,2021,2025-02-16 14:23:53.451162640,49.53,1,8,4,49.53
NG-01740,Noida District Court,Cheque Bounce,2020-05-01,2020,2021-03-10 05:12:45.780411015,10.29,1,6,1,10.29
NG-01741,Jaipur District Court,Civil Dispute,2024-06-01,2024,,24.97,0,6,3,24.97
NG-01742,Delhi District Court,Cheque Bounce,2022-03-01,2022,,52.0,0,5,1,52.0
NG-01743,Jaipur District Court,Cheque Bounce,2020-02-01,2020,2022-02-07 03:46:21.985068051,24.22,1,7,2,24.22
NG-01744,Delhi District Court,Property,2022-12-01,2022,2025-10-20 10:57:39.334108032,34.64,1,10,1,34.64
NG-01745,Jaipur District Court,Family,2025-05-01,2025,,13.99,0,12,0,13.99
NG-01746,Noida District Court,Family,2019-07-01,2019,2021-04-05 21:32:41.833849211,21.19,1,2,2,21.19
NG-01747,Noida District Court,Cheque Bounce,2021-07-01,2021,2024-06-28 18:30:42.008939208,35.93,1,7,3,35.93
NG-01748,Jaipur District Court,Cheque Bounce,2019-05-01,2019,2020-08-21 10:48:58.652706674,15.72,1,4,1,15.72
NG-01749,Noida District Court,Cheque Bounce,2023-09-01,2023,2026-01-29 01:30:54.864072195,28.94,1,7,4,28.94
NG-01750,Noida District Court,Property,2020-02-01,2020,2021-12-06 00:55:04.366610264,22.14,1,11,3,22.14
NG-01751,Noida District Court,Civil Dispute,2022-01-01,2022,2025-10-06 03:35:10.308724549,45.14,1,6,2,45.14
NG-01752,Lucknow District Court,Civil Dispute,2018-01-01,2018,2020-10-01 09:41:28.130228802,33.0,1,4,3,33.0
NG-01753,Noida District Court,Family,2018-05-01,2018,2020-05-12 05:23:15.513062884,24.38,1,9,2,24.38
NG-01754,Lucknow District Court,Property,2018-01-01,2018,2021-10-01 06:13:45.928002976,44.98,1,6,2,44.98
NG-01755,Delhi District Court,Motor Accident,2019-03-01,2019,2021-12-21 07:00:00.493403713,33.72,1,6,2,33.72
NG-01756,Noida District Court,Civil Dispute,2025-09-01,2025,,9.95,0,2,2,9.95
NG-01757,Jaipur District Court,Civil Dispute,2019-05-01,2019,2021-06-12 22:14:31.728280202,25.42,1,9,2,25.42
NG-01758,Lucknow District Court,Property,2023-06-01,2023,,36.99,0,3,5,36.99
NG-01759,Delhi District Court,Property,2020-08-01,2020,2024-06-03 19:28:34.330843248,46.08,1,8,3,46.08
NG-01760,Noida District Court,Motor Accident,2019-04-01,2019,2021-09-30 13:57:05.390321394,30.01,1,9,4,30.01
NG-01761,Delhi District Court,Family,2020-06-01,2020,2023-05-12 12:21:32.061818897,35.33,1,7,3,35.33
NG-01762,Delhi District Court,Cheque Bounce,2021-03-01,2021,2024-11-22 02:29:57.831870315,44.75,1,12,1,44.75
NG-01763,Lucknow District Court,Property,2023-05-01,2023,2025-03-04 01:11:03.370371720,22.11,1,2,4,22.11
NG-01764,Jaipur District Court,Civil Dispute,2025-07-01,2025,,11.99,0,3,3,11.99
NG-01765,Delhi District Court,Cheque Bounce,2023-09-01,2023,2026-05-05 18:05:03.187440553,32.12,1,7,0,32.12
NG-01766,Lucknow District Court,Cheque Bounce,2019-12-01,2019,2026-03-01 21:07:16.098770856,75.0,1,11,5,75.0
NG-01767,Jaipur District Court,Civil Dispute,2020-10-01,2020,2022-04-30 09:53:14.869172699,18.94,1,6,0,18.94
NG-01768,Noida District Court,Cheque Bounce,2022-02-01,2022,2024-11-06 00:41:34.791510577,33.15,1,11,2,33.15
NG-01769,Delhi District Court,Property,2024-07-01,2024,,23.98,0,7,4,23.98
NG-01770,Jaipur District Court,Civil Dispute,2025-09-01,2025,,9.95,0,11,2,9.95
NG-01771,Delhi District Court,Civil Dispute,2022-11-01,2022,2026-01-30 15:04:53.186588307,38.98,1,6,2,38.98
NG-01772,Lucknow District Court,Motor Accident,2023-02-01,2023,2025-11-09 03:25:42.184597408,33.25,1,10,0,33.25
NG-01773,Delhi District Court,Civil Dispute,2022-11-01,2022,2026-03-14 17:18:14.355967527,40.4,1,5,3,40.4
NG-01774,Noida District Court,Civil Dispute,2025-05-01,2025,,13.99,0,7,3,13.99
NG-01775,Noida District Court,Family,2020-07-01,2020,2022-01-02 18:41:50.952053244,18.09,1,8,0,18.09
NG-01776,Jaipur District Court,Civil Dispute,2019-09-01,2019,2021-01-26 14:35:16.168448492,16.87,1,7,2,16.87
NG-01777,Noida District Court,Cheque Bounce,2022-04-01,2022,2025-11-19 07:18:11.346003187,43.64,1,9,2,43.64
NG-01778,Jaipur District Court,Civil Dispute,2022-03-01,2022,2024-01-12 00:37:50.705283835,22.41,1,9,1,22.41
NG-01779,Lucknow District Court,Family,2022-07-01,2022,,48.0,0,7,4,48.0
NG-01780,Lucknow District Court,Property,2024-02-01,2024,2026-01-13 02:14:43.888618605,23.39,1,7,4,23.39
NG-01781,Lucknow District Court,Motor Accident,2021-04-01,2021,2024-05-26 02:30:11.178324218,37.82,1,9,4,37.82
NG-01782,Noida District Court,Civil Dispute,2019-01-01,2019,2023-09-11 19:00:06.858389787,56.33,1,9,2,56.33
NG-01783,Lucknow District Court,Cheque Bounce,2019-10-01,2019,2021-06-19 15:58:43.767489319,20.62,1,4,2,20.62
NG-01784,Lucknow District Court,Property,2024-03-01,2024,,27.99,0,8,4,27.99
NG-01785,Noida District Court,Civil Dispute,2021-06-01,2021,2023-09-01 08:10:09.560754356,27.02,1,3,1,27.02
NG-01786,Delhi District Court,Motor Accident,2022-10-01,2022,2024-04-02 04:06:05.410580325,18.04,1,9,1,18.04
NG-01787,Jaipur District Court,Motor Accident,2022-10-01,2022,2024-12-29 15:50:30.964316712,26.96,1,5,2,26.96
NG-01788,Lucknow District Court,Cheque Bounce,2019-09-01,2019,2021-08-04 18:14:40.060081645,23.12,1,6,2,23.12
NG-01789,Jaipur District Court,Property,2021-07-01,2021,2024-10-18 13:32:49.716191060,39.6,1,7,3,39.6
NG-01790,Delhi District Court,Civil Dispute,2020-06-01,2020,2021-12-07 12:15:59.433545684,18.22,1,5,3,18.22
NG-01791,Noida District Court,Family,2020-06-01,2020,2025-03-25 07:46:06.280632966,57.76,1,5,1,57.76
NG-01792,Noida District Court,Motor Accident,2020-06-01,2020,2022-11-05 12:33:20.334532466,29.16,1,9,5,29.16
NG-01793,Jaipur District Court,Cheque Bounce,2018-04-01,2018,2021-08-01 15:47:14.924011813,40.03,1,9,2,40.03
NG-01794,Jaipur District Court,Civil Dispute,2022-03-01,2022,2025-05-08 02:58:33.190509722,38.24,1,3,5,38.24
NG-01795,Delhi District Court,Motor Accident,2021-01-01,2021,2023-03-01 10:03:41.740311666,25.93,1,3,1,25.93
NG-01796,Noida District Court,Cheque Bounce,2025-03-01,2025,,16.0,0,3,5,16.0
NG-01797,Lucknow District Court,Property,2022-11-01,2022,2026-03-15 09:01:42.571473277,40.42,1,5,3,40.42
NG-01798,Lucknow District Court,Motor Accident,2024-07-01,2024,,23.98,0,4,3,23.98
NG-01799,Delhi District Court,Civil Dispute,2024-05-01,2024,2026-06-11 19:16:59.647079775,25.35,1,11,1,25.35
NG-01800,Noida District Court,Motor Accident,2018-06-01,2018,2020-05-27 12:56:26.455585686,23.87,1,5,3,23.87
